Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term (in months),Credit_Score,Employement_type,Loan_Status,Activity,date,EMI,Category
72855484,51557,630312,0.02,308,750,Salaried,Approved,Active,16-09-2024,1260624,Good
46392394,36130,70505,0.02,251,648,Salaried,Rejected,Active,04-10-2024,141010,Fair
64286313,36022,52181,0.04,194,668,Salaried,Rejected,Closed,25-07-2024,208724,Fair
62052930,51290,677995,0.09,135,712,Self-Employed,Defaulted,Active,06-02-2025,6101955,Average
3438864,87115,649689,0.04,77,783,Self-Employed,Approved,Active,15-02-2025,2598756,Good
80186539,87651,114280,0.08,275,586,Self-Employed,Defaulted,Closed,06-10-2024,914240,Fair
82653945,85422,936854,0.06,258,461,Salaried,Defaulted,Active,31-08-2024,5621124,Poor
51067812,45587,279249,0.03,318,731,Salaried,Defaulted,Closed,28-06-2024,837747,Average
98000612,56952,659195,0.07,153,505,Self-Employed,Approved,Closed,19-06-2024,4614365,Poor
8975484,47650,829015,0.03,346,847,Self-Employed,Rejected,Closed,21-10-2024,2487045,Excellent
45137146,65901,626455,0.02,89,566,Self-Employed,Defaulted,Closed,21-11-2024,1252910,Poor
76015144,11860,643797,0.08,39,390,Salaried,Rejected,Active,01-05-2024,5150376,Poor
90595395,14924,118954,0.02,129,809,Self-Employed,Approved,Closed,23-11-2024,237908,Excellent
81609562,73958,773475,0.05,117,763,Self-Employed,Approved,Active,11-05-2024,3867375,Good
1374696,18658,620121,0.02,65,821,Self-Employed,Approved,Closed,30-06-2024,1240242,Excellent
11251612,53417,676119,0.04,174,327,Self-Employed,Approved,Closed,22-10-2024,2704476,Poor
11775236,84245,718654,0.07,106,661,Self-Employed,Approved,Active,11-02-2025,5030578,Fair
9127143,30201,873529,0.08,165,742,Salaried,Defaulted,Active,23-11-2024,6988232,Good
92895294,88925,407271,0.03,120,823,Salaried,Defaulted,Active,18-03-2025,1221813,Excellent
6902494,36869,826313,0.01,65,643,Self-Employed,Rejected,Closed,23-12-2024,826313,Fair
93681400,81685,827671,0.07,190,351,Self-Employed,Rejected,Closed,08-12-2024,5793697,Poor
13731856,31837,835691,0.05,341,760,Self-Employed,Rejected,Closed,23-01-2025,4178455,Good
16964074,42107,401855,0.04,321,676,Self-Employed,Approved,Closed,01-10-2024,1607420,Average
90021852,63878,417799,0.04,29,492,Self-Employed,Rejected,Active,18-02-2025,1671196,Poor
48121178,25213,206599,0.06,164,573,Self-Employed,Approved,Closed,29-11-2024,1239594,Poor
5888298,56156,105295,0.01,302,603,Self-Employed,Rejected,Active,19-05-2024,105295,Fair
39619489,62944,555930,0.07,191,379,Self-Employed,Approved,Closed,10-12-2024,3891510,Poor
38864874,86507,816369,0.06,311,452,Salaried,Rejected,Closed,08-11-2024,4898214,Poor
76103568,17165,889168,0.01,22,823,Self-Employed,Rejected,Active,30-09-2024,889168,Excellent
40333412,28959,729422,0.05,116,825,Salaried,Approved,Closed,04-02-2025,3647110,Excellent
35684487,32449,530429,0.06,339,829,Self-Employed,Approved,Active,28-10-2024,3182574,Excellent
90514069,28871,571856,0.02,172,504,Self-Employed,Approved,Closed,15-06-2024,1143712,Poor
39767844,23629,462821,0.08,225,543,Self-Employed,Defaulted,Active,25-07-2024,3702568,Poor
55067353,58431,842773,0.07,111,651,Self-Employed,Rejected,Closed,24-06-2024,5899411,Fair
42847700,16657,987271,0.01,355,709,Self-Employed,Approved,Closed,04-12-2024,987271,Average
75045778,46384,11083,0.06,152,511,Salaried,Rejected,Closed,16-03-2025,66498,Poor
43942013,12988,26378,0.08,177,752,Self-Employed,Rejected,Closed,27-05-2024,211024,Good
30926492,73852,940583,0.08,216,764,Self-Employed,Rejected,Active,31-07-2024,7524664,Good
75427985,82670,493393,0.08,294,811,Self-Employed,Rejected,Active,30-12-2024,3947144,Excellent
19934120,85442,971890,0.07,146,645,Salaried,Rejected,Active,14-12-2024,6803230,Fair
35985330,80745,312930,0.08,124,444,Self-Employed,Approved,Active,14-11-2024,2503440,Poor
98774601,30319,356330,0.09,87,329,Self-Employed,Defaulted,Active,29-06-2024,3206970,Poor
21100661,55339,360589,0.09,37,728,Salaried,Defaulted,Closed,25-03-2025,3245301,Average
88572549,61100,554530,0.04,77,679,Self-Employed,Approved,Closed,19-03-2025,2218120,Average
92150205,36020,442436,0.03,304,510,Salaried,Approved,Active,12-01-2025,1327308,Poor
32185319,57393,817452,0.01,204,483,Salaried,Approved,Closed,05-05-2024,817452,Poor
40550598,42307,508844,0.01,237,378,Salaried,Defaulted,Active,01-12-2024,508844,Poor
36162685,77909,234077,0.01,44,676,Self-Employed,Approved,Active,19-03-2025,234077,Average
49897290,89126,294661,0.05,221,632,Self-Employed,Approved,Closed,08-08-2024,1473305,Fair
17470872,70997,518980,0.04,358,737,Salaried,Defaulted,Closed,03-12-2024,2075920,Average
16062258,88908,231516,0.08,87,587,Self-Employed,Approved,Closed,21-04-2024,1852128,Fair
12162541,58166,627019,0.02,163,409,Salaried,Approved,Active,09-11-2024,1254038,Poor
14922301,10937,799821,0.03,292,527,Salaried,Approved,Closed,29-01-2025,2399463,Poor
3955180,11768,780997,0.09,291,531,Self-Employed,Defaulted,Active,27-01-2025,7028973,Poor
94365122,29526,238216,0.07,312,346,Salaried,Approved,Closed,12-01-2025,1667512,Poor
50230954,21744,322898,0.03,160,535,Self-Employed,Approved,Closed,30-04-2024,968694,Poor
45991599,88414,691232,0.02,156,526,Salaried,Defaulted,Closed,06-04-2024,1382464,Poor
17209512,31847,790900,0.04,258,708,Self-Employed,Approved,Active,21-12-2024,3163600,Average
92384823,42372,192683,0.09,101,367,Self-Employed,Defaulted,Closed,08-04-2024,1734147,Poor
80080434,45119,470478,0.01,307,381,Self-Employed,Rejected,Active,24-10-2024,470478,Poor
40249829,14213,772792,0.05,122,683,Salaried,Approved,Active,25-01-2025,3863960,Average
67297052,35564,438286,0.01,42,724,Salaried,Defaulted,Closed,15-07-2024,438286,Average
46415906,34469,228340,0.02,196,783,Salaried,Rejected,Closed,21-04-2024,456680,Good
47099385,77747,226622,0.04,107,458,Self-Employed,Defaulted,Closed,01-04-2024,906488,Poor
7033553,58959,278124,0.03,347,450,Self-Employed,Rejected,Active,04-12-2024,834372,Poor
99453794,42677,863904,0.03,309,711,Self-Employed,Approved,Closed,20-11-2024,2591712,Average
63840591,20283,589291,0.04,118,361,Self-Employed,Approved,Active,09-09-2024,2357164,Poor
48012629,65663,672490,0.02,182,583,Self-Employed,Rejected,Active,26-03-2025,1344980,Fair
51476038,63565,187947,0.04,47,544,Self-Employed,Rejected,Closed,22-12-2024,751788,Poor
7285662,82896,656129,0.01,328,609,Salaried,Approved,Active,15-02-2025,656129,Fair
99586814,21589,18965,0.01,207,353,Salaried,Rejected,Active,27-03-2025,18965,Poor
51674448,44132,668347,0.09,63,533,Salaried,Approved,Closed,19-07-2024,6015123,Poor
51220472,65209,603728,0.01,274,761,Self-Employed,Approved,Closed,25-02-2025,603728,Good
53675175,80103,651723,0.07,121,599,Salaried,Rejected,Active,22-11-2024,4562061,Fair
52212411,48992,728395,0.02,65,846,Salaried,Approved,Closed,10-08-2024,1456790,Excellent
36630322,55524,911395,0.02,74,810,Self-Employed,Rejected,Closed,27-03-2025,1822790,Excellent
66710613,31322,438078,0.09,138,369,Salaried,Defaulted,Closed,27-12-2024,3942702,Poor
5428295,68696,865146,0.06,190,428,Salaried,Defaulted,Closed,22-08-2024,5190876,Poor
13663028,17526,331071,0.08,190,533,Self-Employed,Rejected,Closed,10-04-2024,2648568,Poor
78799848,39284,834943,0.02,276,753,Salaried,Defaulted,Closed,03-09-2024,1669886,Good
53338203,29897,857001,0.07,37,784,Salaried,Defaulted,Active,08-01-2025,5999007,Good
60344138,54539,489117,0.08,262,580,Self-Employed,Defaulted,Closed,03-03-2025,3912936,Fair
36859376,30820,87849,0.01,152,696,Self-Employed,Rejected,Active,09-02-2025,87849,Average
82392637,56581,960362,0.08,212,625,Self-Employed,Defaulted,Closed,06-01-2025,7682896,Fair
43420648,52681,548749,0.03,280,686,Salaried,Defaulted,Closed,09-06-2024,1646247,Average
41640328,12750,624744,0.05,84,534,Self-Employed,Rejected,Closed,08-12-2024,3123720,Poor
74588786,22051,735110,0.04,303,355,Salaried,Defaulted,Active,04-02-2025,2940440,Poor
82620550,46967,329040,0.01,355,747,Salaried,Approved,Closed,13-11-2024,329040,Good
2533648,19189,882815,0.06,93,778,Self-Employed,Rejected,Active,03-11-2024,5296890,Good
97322901,31209,219850,0.03,228,718,Salaried,Approved,Closed,19-10-2024,659550,Average
80178704,27945,125954,0.03,236,564,Salaried,Approved,Closed,14-07-2024,377862,Poor
38336411,71940,969664,0.05,176,527,Salaried,Approved,Closed,08-09-2024,4848320,Poor
45050933,55997,887503,0.07,197,608,Salaried,Defaulted,Closed,10-03-2025,6212521,Fair
53473904,24771,51835,0.01,84,532,Self-Employed,Defaulted,Active,03-10-2024,51835,Poor
97862612,51946,974957,0.02,68,709,Self-Employed,Rejected,Closed,25-11-2024,1949914,Average
48339511,83772,568790,0.06,230,706,Self-Employed,Rejected,Closed,15-11-2024,3412740,Average
12139949,75586,32788,0.04,71,773,Self-Employed,Defaulted,Closed,19-02-2025,131152,Good
29287157,18082,391253,0.04,358,647,Salaried,Defaulted,Closed,02-12-2024,1565012,Fair
63124808,15714,493305,0.07,24,481,Self-Employed,Defaulted,Active,05-10-2024,3453135,Poor
83474674,79751,269071,0.01,12,605,Self-Employed,Rejected,Closed,18-01-2025,269071,Fair
38662034,28461,33622,0.03,317,763,Salaried,Rejected,Active,08-12-2024,100866,Good
57732309,23609,41805,0.04,254,311,Salaried,Defaulted,Active,04-11-2024,167220,Poor
20657752,50502,855177,0.06,127,843,Self-Employed,Rejected,Active,12-11-2024,5131062,Excellent
13509802,50096,620898,0.05,146,371,Self-Employed,Approved,Active,10-10-2024,3104490,Poor
48196347,51663,405041,0.03,346,552,Self-Employed,Defaulted,Active,14-10-2024,1215123,Poor
16209629,35839,493978,0.08,78,398,Self-Employed,Defaulted,Closed,23-08-2024,3951824,Poor
72144216,12001,320333,0.01,27,318,Self-Employed,Approved,Active,26-10-2024,320333,Poor
83299312,62810,954181,0.02,262,647,Self-Employed,Defaulted,Active,09-05-2024,1908362,Fair
56869454,49646,306995,0.01,178,477,Self-Employed,Rejected,Active,28-01-2025,306995,Poor
2486402,44618,393348,0.01,38,670,Salaried,Rejected,Active,08-02-2025,393348,Average
46280302,75784,282801,0.06,70,702,Salaried,Defaulted,Active,22-02-2025,1696806,Average
78912245,29659,894902,0.01,296,457,Salaried,Approved,Closed,09-12-2024,894902,Poor
13385238,38515,900602,0.07,156,650,Self-Employed,Rejected,Active,14-11-2024,6304214,Fair
86424163,47269,870737,0.08,141,389,Salaried,Rejected,Closed,04-02-2025,6965896,Poor
70720854,79941,179301,0.05,25,725,Self-Employed,Approved,Active,16-09-2024,896505,Average
70965373,61286,223900,0.06,297,682,Self-Employed,Rejected,Closed,01-01-2025,1343400,Average
23159795,27361,254933,0.09,336,803,Salaried,Rejected,Active,11-09-2024,2294397,Excellent
89601100,46726,576760,0.01,171,841,Self-Employed,Rejected,Closed,18-08-2024,576760,Excellent
45238831,38846,772346,0.01,196,705,Self-Employed,Defaulted,Closed,13-01-2025,772346,Average
19827077,12035,152067,0.09,307,687,Self-Employed,Rejected,Active,30-01-2025,1368603,Average
54203176,13187,854486,0.05,135,486,Salaried,Defaulted,Closed,02-03-2025,4272430,Poor
36516827,81443,916462,0.07,16,606,Salaried,Rejected,Active,25-08-2024,6415234,Fair
98122875,42335,348905,0.05,105,836,Self-Employed,Rejected,Active,25-07-2024,1744525,Excellent
30480224,26401,529646,0.02,61,375,Salaried,Rejected,Closed,18-01-2025,1059292,Poor
42062043,51262,547617,0.08,279,512,Self-Employed,Approved,Active,10-08-2024,4380936,Poor
72355414,21925,749441,0.01,25,707,Salaried,Approved,Active,18-05-2024,749441,Average
92550681,17271,638802,0.09,240,462,Salaried,Rejected,Active,16-04-2024,5749218,Poor
2402354,24477,909372,0.06,353,651,Self-Employed,Defaulted,Active,18-07-2024,5456232,Fair
80263697,63437,60137,0.03,264,771,Self-Employed,Approved,Closed,04-10-2024,180411,Good
95256257,19063,132570,0.03,230,347,Salaried,Defaulted,Active,10-01-2025,397710,Poor
8839521,65350,323400,0.04,183,579,Self-Employed,Rejected,Closed,26-04-2024,1293600,Poor
26475322,15054,228504,0.08,320,646,Salaried,Rejected,Active,08-06-2024,1828032,Fair
76591084,77149,651100,0.06,180,379,Self-Employed,Rejected,Closed,06-07-2024,3906600,Poor
61161622,47551,41071,0.03,292,823,Salaried,Rejected,Closed,04-11-2024,123213,Excellent
66627630,14226,63287,0.04,345,443,Self-Employed,Defaulted,Active,05-12-2024,253148,Poor
63354121,42146,101396,0.09,194,713,Salaried,Defaulted,Closed,01-04-2024,912564,Average
6184745,69198,329752,0.07,231,378,Salaried,Approved,Closed,04-09-2024,2308264,Poor
72195324,64547,310039,0.04,149,450,Salaried,Rejected,Active,12-09-2024,1240156,Poor
38489006,77552,269425,0.04,342,523,Self-Employed,Rejected,Closed,20-05-2024,1077700,Poor
48420449,86658,958842,0.09,51,584,Self-Employed,Defaulted,Closed,21-07-2024,8629578,Fair
18028285,20555,370106,0.01,125,766,Self-Employed,Approved,Active,11-08-2024,370106,Good
94880886,87459,197028,0.09,21,404,Salaried,Defaulted,Active,23-05-2024,1773252,Poor
56973369,83132,130069,0.04,242,540,Salaried,Approved,Active,20-04-2024,520276,Poor
14424248,21195,970425,0.04,37,761,Salaried,Defaulted,Closed,25-10-2024,3881700,Good
10258748,31783,224475,0.08,328,345,Self-Employed,Rejected,Active,29-03-2025,1795800,Poor
92439807,71151,248234,0.06,75,798,Self-Employed,Rejected,Active,21-06-2024,1489404,Good
24494958,43158,827182,0.05,159,559,Salaried,Approved,Active,28-07-2024,4135910,Poor
71127211,13270,810358,0.04,89,605,Salaried,Defaulted,Closed,15-09-2024,3241432,Fair
38034088,13900,596345,0.07,290,620,Salaried,Approved,Active,17-09-2024,4174415,Fair
29117836,34041,694296,0.02,57,316,Salaried,Rejected,Closed,06-04-2024,1388592,Poor
25438175,35444,361085,0.09,324,356,Salaried,Rejected,Closed,25-12-2024,3249765,Poor
12910395,29197,161210,0.03,126,334,Salaried,Rejected,Active,01-09-2024,483630,Poor
61174744,74688,78343,0.06,150,780,Self-Employed,Defaulted,Active,15-05-2024,470058,Good
22006496,68342,182634,0.08,314,380,Salaried,Approved,Closed,06-11-2024,1461072,Poor
2182718,28442,929096,0.04,20,735,Salaried,Defaulted,Closed,27-02-2025,3716384,Average
83431737,34446,325898,0.05,71,311,Salaried,Rejected,Active,10-02-2025,1629490,Poor
14570931,76477,948123,0.03,191,828,Self-Employed,Approved,Active,02-03-2025,2844369,Excellent
90426943,53555,297164,0.04,67,740,Salaried,Rejected,Active,28-09-2024,1188656,Good
47111611,86657,911172,0.05,235,784,Salaried,Approved,Active,19-09-2024,4555860,Good
84897968,37853,676622,0.07,149,481,Salaried,Rejected,Closed,27-05-2024,4736354,Poor
13508525,68702,317734,0.03,73,340,Salaried,Approved,Active,23-08-2024,953202,Poor
94926299,31387,467307,0.03,60,431,Self-Employed,Approved,Active,04-09-2024,1401921,Poor
30512145,84917,562810,0.01,219,629,Self-Employed,Approved,Closed,19-11-2024,562810,Fair
36118089,17877,195504,0.08,175,342,Salaried,Defaulted,Active,03-10-2024,1564032,Poor
42626631,60034,109043,0.04,179,628,Salaried,Defaulted,Active,17-09-2024,436172,Fair
66271122,59292,244721,0.07,233,618,Salaried,Rejected,Closed,24-06-2024,1713047,Fair
57445304,73478,844801,0.06,93,844,Salaried,Defaulted,Closed,23-02-2025,5068806,Excellent
71899778,37857,945723,0.04,173,687,Self-Employed,Rejected,Closed,14-01-2025,3782892,Average
68239505,71144,961747,0.03,98,377,Salaried,Approved,Active,25-02-2025,2885241,Poor
83752332,11589,773098,0.09,311,523,Self-Employed,Defaulted,Active,18-12-2024,6957882,Poor
52441154,60948,823969,0.04,197,609,Salaried,Rejected,Closed,15-09-2024,3295876,Fair
40317864,65971,890195,0.06,94,806,Salaried,Rejected,Closed,01-11-2024,5341170,Excellent
78139315,79415,855798,0.01,287,565,Salaried,Approved,Active,12-09-2024,855798,Poor
2116858,83342,42827,0.07,309,488,Salaried,Approved,Active,24-05-2024,299789,Poor
79921315,72742,909544,0.01,335,559,Self-Employed,Rejected,Active,06-03-2025,909544,Poor
78969800,67064,382270,0.03,107,331,Self-Employed,Rejected,Active,03-02-2025,1146810,Poor
24901813,49046,666471,0.02,199,827,Self-Employed,Defaulted,Active,06-08-2024,1332942,Excellent
80447948,46930,832868,0.06,359,736,Self-Employed,Rejected,Active,27-01-2025,4997208,Average
73323772,44723,190585,0.03,186,489,Self-Employed,Approved,Active,11-06-2024,571755,Poor
92400917,58875,711423,0.09,349,631,Self-Employed,Rejected,Closed,02-05-2024,6402807,Fair
68089481,50751,863408,0.04,230,537,Salaried,Defaulted,Active,11-03-2025,3453632,Poor
35277258,51079,645028,0.04,352,698,Salaried,Defaulted,Active,20-11-2024,2580112,Average
93578310,79592,936019,0.06,168,646,Salaried,Defaulted,Active,29-09-2024,5616114,Fair
29370372,80659,525308,0.05,134,726,Self-Employed,Rejected,Closed,04-04-2024,2626540,Average
26449811,81227,357473,0.07,311,781,Salaried,Approved,Closed,09-11-2024,2502311,Good
74713349,29537,262771,0.07,219,474,Self-Employed,Defaulted,Active,12-04-2024,1839397,Poor
30795015,20064,980869,0.07,337,704,Salaried,Rejected,Closed,17-04-2024,6866083,Average
10476268,11432,738717,0.06,266,414,Self-Employed,Approved,Active,28-07-2024,4432302,Poor
98084042,23098,298016,0.02,111,334,Self-Employed,Defaulted,Active,28-10-2024,596032,Poor
87653364,71948,657311,0.03,143,364,Salaried,Defaulted,Closed,07-06-2024,1971933,Poor
19654374,26277,648592,0.08,293,662,Salaried,Defaulted,Closed,08-03-2025,5188736,Fair
52210708,69765,149907,0.06,17,445,Self-Employed,Defaulted,Active,12-06-2024,899442,Poor
46594245,76786,568701,0.03,188,358,Salaried,Approved,Closed,03-08-2024,1706103,Poor
65754358,30442,259301,0.04,279,797,Self-Employed,Defaulted,Active,22-08-2024,1037204,Good
49554010,47017,203725,0.09,31,839,Self-Employed,Rejected,Active,17-02-2025,1833525,Excellent
14758873,58515,104498,0.01,347,546,Self-Employed,Approved,Active,09-01-2025,104498,Poor
68435368,38332,712153,0.01,353,578,Salaried,Defaulted,Closed,11-11-2024,712153,Poor
91089290,34049,128669,0.04,70,625,Salaried,Defaulted,Active,24-08-2024,514676,Fair
11498025,63189,923398,0.05,166,823,Self-Employed,Defaulted,Active,08-05-2024,4616990,Excellent
18228817,51278,21126,0.08,183,358,Self-Employed,Rejected,Closed,16-11-2024,169008,Poor
69829160,17598,894001,0.09,73,551,Salaried,Approved,Active,30-05-2024,8046009,Poor
2942659,87474,896136,0.08,109,372,Salaried,Rejected,Closed,07-06-2024,7169088,Poor
66887868,23596,129067,0.04,198,476,Self-Employed,Rejected,Active,29-06-2024,516268,Poor
6822374,45066,740662,0.06,197,469,Salaried,Rejected,Closed,23-04-2024,4443972,Poor
44044426,46796,648343,0.07,76,344,Salaried,Defaulted,Active,15-04-2024,4538401,Poor
55711407,60316,960650,0.01,273,509,Self-Employed,Rejected,Closed,01-08-2024,960650,Poor
40514040,77768,910346,0.05,240,639,Salaried,Rejected,Closed,16-08-2024,4551730,Fair
14026080,21559,159974,0.03,346,435,Salaried,Approved,Closed,10-06-2024,479922,Poor
93131171,28757,372390,0.06,124,353,Self-Employed,Defaulted,Active,30-09-2024,2234340,Poor
30899659,35752,577250,0.09,348,717,Salaried,Approved,Closed,06-01-2025,5195250,Average
85026097,25782,248605,0.09,65,597,Self-Employed,Rejected,Closed,25-06-2024,2237445,Fair
10224570,73649,738985,0.02,291,667,Self-Employed,Rejected,Closed,18-04-2024,1477970,Fair
68564630,58656,479345,0.04,133,382,Self-Employed,Defaulted,Closed,18-05-2024,1917380,Poor
53411009,59885,249699,0.09,296,583,Self-Employed,Defaulted,Closed,16-07-2024,2247291,Fair
27320569,16826,191985,0.09,241,371,Self-Employed,Rejected,Active,17-05-2024,1727865,Poor
27155574,47585,480720,0.08,332,483,Salaried,Approved,Closed,11-11-2024,3845760,Poor
74864642,89121,399219,0.05,355,587,Salaried,Defaulted,Active,18-09-2024,1996095,Fair
9192469,40966,699738,0.07,188,570,Self-Employed,Approved,Active,10-10-2024,4898166,Poor
95490557,70417,914269,0.09,126,308,Salaried,Approved,Closed,19-08-2024,8228421,Poor
22755958,65933,52385,0.02,194,525,Self-Employed,Defaulted,Active,09-03-2025,104770,Poor
2962025,43074,946117,0.01,20,479,Self-Employed,Approved,Active,16-10-2024,946117,Poor
80373173,62310,264509,0.04,185,425,Salaried,Defaulted,Closed,13-02-2025,1058036,Poor
52742768,19835,907768,0.02,111,633,Salaried,Rejected,Active,01-08-2024,1815536,Fair
32903705,86347,153320,0.07,260,486,Self-Employed,Approved,Closed,15-01-2025,1073240,Poor
75528333,35891,117006,0.05,83,590,Salaried,Approved,Active,07-01-2025,585030,Fair
9370209,54156,363372,0.03,331,808,Self-Employed,Rejected,Active,24-09-2024,1090116,Excellent
91816880,46170,459163,0.05,307,839,Salaried,Rejected,Active,27-12-2024,2295815,Excellent
12744605,11408,263302,0.03,203,709,Self-Employed,Rejected,Active,23-08-2024,789906,Average
75874583,43947,456509,0.08,222,512,Salaried,Defaulted,Active,24-08-2024,3652072,Poor
44440296,15250,947611,0.05,192,748,Self-Employed,Rejected,Closed,30-09-2024,4738055,Good
51383805,82100,569736,0.04,118,505,Salaried,Rejected,Closed,06-03-2025,2278944,Poor
57702786,57275,622799,0.05,221,601,Self-Employed,Approved,Active,06-01-2025,3113995,Fair
24833505,57685,460109,0.02,128,471,Salaried,Approved,Closed,03-03-2025,920218,Poor
18170366,42924,378062,0.03,164,741,Salaried,Defaulted,Active,15-11-2024,1134186,Good
3789001,84261,519867,0.03,220,332,Salaried,Approved,Active,16-06-2024,1559601,Poor
35963922,22147,112191,0.03,56,420,Self-Employed,Approved,Closed,31-08-2024,336573,Poor
92350207,45749,696842,0.05,352,445,Salaried,Defaulted,Closed,21-11-2024,3484210,Poor
35023112,61663,766782,0.03,131,841,Salaried,Approved,Closed,16-03-2025,2300346,Excellent
71952785,15762,130569,0.03,119,694,Self-Employed,Rejected,Closed,22-09-2024,391707,Average
80594042,87705,76997,0.03,26,585,Salaried,Approved,Closed,23-10-2024,230991,Fair
61378411,72604,134123,0.02,221,815,Salaried,Defaulted,Active,14-04-2024,268246,Excellent
72744013,16736,509749,0.04,61,606,Salaried,Defaulted,Closed,08-11-2024,2038996,Fair
26044111,41418,927103,0.04,167,319,Self-Employed,Rejected,Active,09-02-2025,3708412,Poor
42743758,67064,204240,0.04,102,824,Self-Employed,Approved,Active,17-12-2024,816960,Excellent
83046816,33740,275733,0.03,234,438,Self-Employed,Rejected,Closed,05-02-2025,827199,Poor
36295252,65448,330680,0.09,127,517,Self-Employed,Approved,Active,22-12-2024,2976120,Poor
14646195,52362,141040,0.01,240,337,Self-Employed,Defaulted,Active,16-03-2025,141040,Poor
95707313,69286,369603,0.01,323,385,Salaried,Approved,Closed,10-04-2024,369603,Poor
56561809,55068,65757,0.05,30,335,Salaried,Defaulted,Closed,02-07-2024,328785,Poor
28708749,52697,764580,0.09,281,689,Salaried,Defaulted,Active,25-12-2024,6881220,Average
33399540,34313,797315,0.06,104,479,Self-Employed,Approved,Closed,03-08-2024,4783890,Poor
8244542,20865,978874,0.03,184,399,Self-Employed,Defaulted,Active,06-11-2024,2936622,Poor
84210667,49048,504940,0.08,40,609,Salaried,Approved,Active,23-03-2025,4039520,Fair
44210959,57748,25897,0.09,334,781,Self-Employed,Defaulted,Closed,17-08-2024,233073,Good
86769223,67786,698131,0.01,239,794,Self-Employed,Defaulted,Closed,27-05-2024,698131,Good
42609912,66859,861649,0.09,209,316,Self-Employed,Approved,Active,16-11-2024,7754841,Poor
94657075,35629,32542,0.05,24,748,Self-Employed,Rejected,Closed,16-04-2024,162710,Good
61230456,67201,490335,0.09,127,349,Salaried,Rejected,Active,16-04-2024,4413015,Poor
3971411,71617,147163,0.06,265,751,Salaried,Approved,Active,06-12-2024,882978,Good
52577932,85351,82821,0.01,80,377,Self-Employed,Defaulted,Closed,12-07-2024,82821,Poor
36913826,49969,196273,0.01,43,320,Salaried,Defaulted,Active,07-03-2025,196273,Poor
75350356,52532,406739,0.03,349,537,Salaried,Rejected,Closed,04-08-2024,1220217,Poor
9570801,81967,749315,0.04,247,412,Self-Employed,Rejected,Closed,01-12-2024,2997260,Poor
58375071,47604,933678,0.01,195,675,Self-Employed,Rejected,Active,17-12-2024,933678,Average
73259611,51487,47354,0.05,133,846,Salaried,Approved,Closed,08-07-2024,236770,Excellent
38208906,17125,349495,0.06,13,736,Salaried,Approved,Active,17-06-2024,2096970,Average
80546914,64918,117609,0.05,156,801,Self-Employed,Defaulted,Closed,18-04-2024,588045,Excellent
46790652,52013,398250,0.05,144,722,Self-Employed,Defaulted,Active,12-04-2024,1991250,Average
21879056,44668,527407,0.07,128,422,Salaried,Defaulted,Closed,19-03-2025,3691849,Poor
76670590,56258,428016,0.08,256,335,Self-Employed,Defaulted,Active,24-03-2025,3424128,Poor
24061890,55535,687305,0.05,21,672,Salaried,Rejected,Active,17-04-2024,3436525,Average
56159295,24133,778678,0.09,34,705,Salaried,Rejected,Closed,15-02-2025,7008102,Average
66859652,55786,931693,0.07,93,518,Self-Employed,Rejected,Active,09-02-2025,6521851,Poor
55966998,31707,457230,0.06,284,483,Salaried,Rejected,Active,10-04-2024,2743380,Poor
8778379,45770,83352,0.01,14,691,Self-Employed,Defaulted,Active,28-12-2024,83352,Average
53677688,66017,276411,0.01,35,795,Self-Employed,Defaulted,Active,20-04-2024,276411,Good
1572082,30624,927425,0.09,45,841,Salaried,Approved,Closed,22-10-2024,8346825,Excellent
7718135,24771,245606,0.03,351,628,Salaried,Rejected,Active,03-05-2024,736818,Fair
27561462,61707,424953,0.09,247,448,Self-Employed,Approved,Closed,19-03-2025,3824577,Poor
25904359,50567,49821,0.09,332,838,Self-Employed,Defaulted,Active,18-04-2024,448389,Excellent
13781312,37951,129809,0.01,326,618,Self-Employed,Defaulted,Closed,17-11-2024,129809,Fair
28332955,57670,395436,0.03,138,655,Salaried,Rejected,Closed,14-12-2024,1186308,Fair
24431684,87575,374840,0.04,204,538,Self-Employed,Defaulted,Closed,23-03-2025,1499360,Poor
38488293,41089,116176,0.08,28,414,Self-Employed,Defaulted,Closed,04-10-2024,929408,Poor
40044855,73012,627219,0.05,133,751,Salaried,Rejected,Active,30-10-2024,3136095,Good
79638934,35504,705395,0.09,203,623,Salaried,Approved,Closed,29-11-2024,6348555,Fair
85184619,80755,120720,0.02,220,393,Salaried,Approved,Active,31-01-2025,241440,Poor
82685282,30024,437070,0.03,34,396,Self-Employed,Approved,Closed,29-04-2024,1311210,Poor
72487485,89764,869301,0.08,287,760,Salaried,Defaulted,Closed,05-04-2024,6954408,Good
7854289,50631,416675,0.07,98,366,Salaried,Defaulted,Closed,09-08-2024,2916725,Poor
18671032,49326,280923,0.05,150,645,Self-Employed,Approved,Active,13-07-2024,1404615,Fair
72781154,36846,139696,0.06,228,369,Self-Employed,Defaulted,Active,08-11-2024,838176,Poor
44206423,73507,118588,0.02,337,354,Self-Employed,Approved,Closed,17-04-2024,237176,Poor
72652469,75827,400818,0.08,187,591,Self-Employed,Approved,Active,04-05-2024,3206544,Fair
69174480,88866,109921,0.05,207,314,Self-Employed,Rejected,Closed,31-05-2024,549605,Poor
